R [n]: received message, n remaining messages in queue
S[id]: sent a message to machine with specified id
SB: sent a message to both other machines
IE: internal event
21:32:10.620 288 SB
21:32:10.808 289 IE
21:32:10.998 290 IE
21:32:11.186 291 IE
21:32:11.376 292 IE
21:32:11.564 293 IE
21:32:11.753 294 IE
21:32:11.943 295 IE
21:32:12.133 296 IE
21:32:12.320 297 IE
21:32:12.509 298 IE
21:32:12.698 299 IE
21:32:12.886 300 IE
21:32:13.076 301 IE
21:32:13.263 302 IE
21:32:13.452 303 IE
21:32:13.640 304 IE
21:32:13.826 305 IE
21:32:14.016 306 IE
21:32:14.202 307 IE
21:32:14.390 308 IE
21:32:14.579 309 IE
21:32:14.767 310 IE
21:32:14.956 311 IE
21:32:15.144 312 IE
21:32:15.334 313 IE
21:32:15.523 314 IE
21:32:15.711 315 IE
21:32:15.901 316 IE
21:32:16.090 317 IE
21:32:16.279 318 IE
21:32:16.468 319 IE
21:32:16.655 320 IE
21:32:16.843 321 IE
21:32:17.029 322 IE
21:32:17.219 323 IE
21:32:17.408 324 IE
21:32:17.597 325 IE
21:32:17.785 326 IE
21:32:17.974 327 IE
21:32:18.163 328 IE
21:32:18.349 329 IE
21:32:18.536 330 IE
21:32:18.724 331 IE
21:32:18.909 332 IE
21:32:19.098 333 IE
21:32:19.287 334 IE
21:32:19.475 335 IE
21:32:19.663 336 IE
21:32:19.852 337 IE
21:32:20.040 338 IE
21:32:20.228 339 IE
21:32:20.416 340 SB
21:32:20.606 341 IE
21:32:20.796 342 IE
21:32:20.984 343 IE
21:32:21.173 344 IE
21:32:21.363 345 IE
21:32:21.552 346 IE
21:32:21.740 347 IE
21:32:21.929 348 IE
21:32:22.118 349 IE
21:32:22.306 350 IE
21:32:22.496 351 IE
21:32:22.682 352 IE
21:32:22.870 353 IE
21:32:23.060 354 IE
21:32:23.246 355 IE
21:32:23.435 356 IE
21:32:23.624 357 IE
21:32:23.812 358 IE
21:32:24.002 359 IE
21:32:24.187 360 IE
21:32:24.376 361 IE
21:32:24.566 362 IE
21:32:24.755 363 IE
21:32:24.944 364 IE
21:32:25.134 365 IE
21:32:25.324 366 IE
21:32:25.513 367 IE
21:32:25.702 368 IE
21:32:25.889 369 IE
21:32:26.076 370 IE
21:32:26.265 371 IE
21:32:26.454 372 IE
21:32:26.644 373 IE
21:32:26.833 374 IE
21:32:27.023 375 IE
21:32:27.213 376 IE
21:32:27.403 377 IE
21:32:27.592 378 IE
21:32:27.778 379 IE
21:32:27.966 380 IE
21:32:28.158 381 IE
